,offer_accepted,reward,mailer_type,income_level,#_bank_accounts_open,overdraft_protection,credit_rating,#_credit_cards_held,#_homes_owned,household_size,own_your_home,average_balance
24836,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,3,No,7.035268599281097
24837,Yes,Points,Postcard,Medium,1,No,Medium,more than 2,1,4,Yes,6.830334132013552
24838,Yes,Cash Back,Postcard,Low,1,No,Low,1,more than 1,4,Yes,7.291145179438444
24839,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,4,No,6.900730664045173
24840,Yes,Cash Back,Letter,Low,more than 1,No,Low,1,1,5,Yes,7.1532472339601085
24841,Yes,Points,Postcard,Medium,1,No,High,more than 2,1,3,Yes,6.688977185177567
24842,Yes,Points,Postcard,Medium,more than 1,No,Low,1,1,3,Yes,6.73667035411417
24843,Yes,Air Miles,Postcard,High,1,No,Medium,1,1,4,No,6.9241206330684015
24844,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,1,No,6.590987625635259
24845,Yes,Air Miles,Postcard,Low,1,Yes,High,2,1,4,Yes,7.238317227063617
24846,Yes,Points,Postcard,Low,1,No,Low,2,1,4,No,6.645090969505644
24847,Yes,Air Miles,Postcard,Medium,1,No,High,more than 2,1,4,No,6.813444599510896
24848,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,2,No,6.865369562485699
24849,Yes,Air Miles,Postcard,Low,1,No,Medium,1,1,5,Yes,6.97307474510278
24850,Yes,Air Miles,Postcard,Medium,more than 1,No,Low,more than 2,1,4,Yes,7.1230682511811585
24851,Yes,Points,Postcard,Medium,1,No,Low,1,1,4,No,6.868234520819854
24852,Yes,Points,Letter,Medium,1,Yes,Low,2,1,3,No,6.9191896566078
24853,Yes,Points,Postcard,Low,1,No,Low,1,1,2,Yes,6.919930854912271
24854,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,7.151877236681538
24855,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,4,Yes,7.269268499561119
24856,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,6.482342533064276
24857,Yes,Air Miles,Postcard,Low,1,Yes,Low,1,1,4,Yes,6.942881080957511
24858,Yes,Air Miles,Postcard,High,1,No,Low,more than 2,1,5,Yes,6.503539390274405
24859,Yes,Points,Postcard,Low,1,No,Medium,2,1,3,Yes,6.977747650802172
24860,Yes,Air Miles,Letter,Low,1,No,High,2,1,5,Yes,6.678342114654332
24861,Yes,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,7.2061918143317785
24862,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,2,No,6.851978263513138
24863,Yes,Air Miles,Postcard,High,1,No,Low,2,1,3,No,7.150701457592526
24864,Yes,Air Miles,Postcard,Medium,more than 1,No,Medium,1,1,5,Yes,7.0779199055054605
24865,Yes,Air Miles,Postcard,Low,more than 1,No,Low,1,more than 1,2,No,6.889336693458119
24866,Yes,Points,Letter,Medium,more than 1,No,Medium,2,1,4,Yes,6.888827269096618
24867,Yes,Points,Postcard,Low,1,No,Low,more than 2,more than 1,3,No,7.053585727193677
24868,Yes,Points,Postcard,Medium,more than 1,Yes,Low,2,1,5,Yes,6.698884386954646
24869,Yes,Air Miles,Postcard,Low,1,Yes,Medium,2,1,3,Yes,6.703188113240863
24870,Yes,Air Miles,Postcard,Low,1,No,Low,more than 2,more than 1,3,Yes,6.895682697747868
24871,Yes,Air Miles,Postcard,Low,more than 1,No,Low,1,1,4,Yes,6.673613973458386
24872,Yes,Points,Postcard,Medium,1,No,Low,2,1,4,No,7.103733162223577
24873,Yes,Air Miles,Postcard,Low,1,No,Low,more than 2,1,3,Yes,6.969085534133743
24874,Yes,Cash Back,Postcard,Medium,more than 1,No,Low,1,1,4,Yes,6.92461239604856
24875,Yes,Air Miles,Postcard,Medium,more than 1,No,Low,more than 2,more than 1,4,Yes,6.830334132013552
24876,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,2,Yes,6.4469095875211675
24877,Yes,Points,Postcard,Medium,1,No,Low,more than 2,1,3,Yes,7.0453409419347
24878,Yes,Points,Letter,Medium,1,No,Low,2,1,3,Yes,7.2682230211595655
24879,Yes,Air Miles,Letter,Medium,1,No,High,1,1,3,Yes,7.057252290128048
24880,Yes,Air Miles,Postcard,Medium,1,No,Low,more than 2,1,3,Yes,7.182542063448185
24881,Yes,Air Miles,Letter,Low,1,Yes,Medium,more than 2,1,3,Yes,6.874456993580623
24882,Yes,Points,Postcard,Low,1,No,Low,more than 2,more than 1,3,No,7.053585727193677
24883,Yes,Air Miles,Postcard,Medium,more than 1,No,Low,2,more than 1,2,Yes,7.137079689371428
24884,Yes,Cash Back,Letter,Low,1,No,Low,more than 2,1,1,No,7.099614540256581
24885,Yes,Air Miles,Letter,Medium,1,No,High,1,1,3,Yes,7.057252290128048
24886,Yes,Points,Postcard,Medium,1,No,Low,more than 2,1,4,Yes,6.97143405564532
24887,Yes,Cash Back,Postcard,Medium,more than 1,No,Low,1,1,4,Yes,6.942881080957511
24888,Yes,Points,Letter,Low,1,No,Low,2,1,5,Yes,7.142234339960092
24889,Yes,Cash Back,Postcard,Medium,1,Yes,Low,2,1,4,No,7.000106540046323
24890,Yes,Points,Letter,High,1,Yes,Low,1,1,3,Yes,6.910252159180724
24891,Yes,Points,Postcard,Low,1,No,Low,2,1,5,Yes,7.108039536150264
24892,Yes,Cash Back,Postcard,Medium,more than 1,No,Low,1,1,2,No,6.785870090992013
24893,Yes,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,6.892641641172089
24894,Yes,Air Miles,Postcard,Medium,1,Yes,Low,more than 2,more than 1,4,Yes,6.387300106240303
24895,Yes,Points,Postcard,Medium,more than 1,No,Low,more than 2,1,4,No,7.053369627787109
24896,Yes,Points,Letter,High,1,No,Low,2,more than 1,2,Yes,7.475339236566737
24897,Yes,Air Miles,Postcard,High,1,No,Low,2,1,4,Yes,6.874715424903937
24898,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,7.049037803816026
24899,Yes,Points,Postcard,High,1,No,Low,1,1,3,Yes,6.9243665447873335
24900,Yes,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,6.954638864880987
24901,Yes,Air Miles,Postcard,Low,more than 1,No,Low,more than 2,1,4,Yes,7.180069874302796
24902,Yes,Points,Letter,High,more than 1,No,Low,2,1,3,Yes,7.070299208167417
24903,Yes,Air Miles,Letter,Medium,more than 1,No,Low,1,1,4,Yes,7.115988217560592
24904,Yes,Points,Letter,Low,1,No,Low,1,1,2,Yes,6.918200536843676
24905,Yes,Air Miles,Letter,Low,1,No,High,2,1,2,Yes,6.919436783755975
24906,Yes,Air Miles,Postcard,Low,1,No,Medium,1,1,3,Yes,6.934640607763519
24907,Yes,Points,Letter,Medium,1,No,Low,2,more than 1,6,No,7.031520386316068
24908,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,1,No,7.008957159491104
24909,Yes,Air Miles,Letter,Medium,1,No,High,1,1,3,Yes,7.057252290128048
24910,Yes,Cash Back,Letter,Low,more than 1,No,Low,2,1,4,Yes,6.98933526597456
24911,Yes,Air Miles,Postcard,Medium,more than 1,No,Medium,2,1,4,Yes,6.8684945650288345
24912,Yes,Cash Back,Postcard,Low,1,No,High,1,1,5,Yes,6.870831924877539
24913,Yes,Points,Letter,Medium,more than 1,Yes,Medium,1,1,3,No,6.89745238598624
24914,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,6.894670039433482
24915,Yes,Points,Postcard,Low,more than 1,No,Medium,1,1,4,Yes,6.946013991099227
24916,Yes,Points,Postcard,Medium,more than 1,No,Medium,1,1,3,Yes,6.909254155105873
24917,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,7.104144092987527
24918,Yes,Air Miles,Postcard,Low,1,No,High,2,1,3,No,6.795146334599483
24919,Yes,Air Miles,Postcard,Medium,1,Yes,Low,1,1,2,No,7.131298750317674
24920,Yes,Points,Postcard,Medium,1,Yes,Medium,2,more than 1,4,Yes,7.136483208590247
24921,Yes,Points,Postcard,Low,1,No,Medium,2,1,3,Yes,6.550365794105536
24922,Yes,Points,Letter,Low,more than 1,No,Low,1,1,4,Yes,6.44532291523272
24923,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,No,6.961059051004448
24924,Yes,Cash Back,Postcard,Low,1,No,Low,2,more than 1,3,Yes,6.89035476430197
24925,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,1,No,6.590987625635259
24926,Yes,Cash Back,Postcard,Low,more than 1,Yes,Medium,more than 2,1,4,No,6.879870075492601
24927,Yes,Cash Back,Letter,Medium,1,No,Low,2,more than 1,6,Yes,6.604621101971435
24928,Yes,Air Miles,Postcard,Low,1,No,Low,2,1,1,Yes,6.983789965258135
24929,Yes,Air Miles,Postcard,High,1,Yes,High,2,1,3,No,7.167616413231509
24930,Yes,Air Miles,Postcard,Low,more than 1,No,Low,2,more than 1,3,Yes,7.006468751918169
24931,Yes,Cash Back,Letter,Low,1,No,Low,1,more than 1,5,No,6.909503749516254
24932,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,1,Yes,7.009860501919291
24933,Yes,Points,Letter,Medium,1,Yes,Low,2,1,3,Yes,6.941915130628842
24934,Yes,Points,Postcard,Low,1,No,Low,more than 2,more than 1,4,Yes,6.9541616517962925
24935,Yes,Cash Back,Postcard,Medium,1,Yes,Low,2,1,1,Yes,6.8966943316227125
24936,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,6.8885724595653635
24937,Yes,Air Miles,Postcard,Low,1,No,Low,more than 2,1,2,Yes,6.935127225777988
24938,Yes,Cash Back,Letter,Low,1,No,Low,more than 2,1,5,No,7.003292705691201
24939,Yes,Points,Letter,Medium,1,No,Low,more than 2,1,3,Yes,6.793746362370269
24940,Yes,Points,Postcard,Low,1,No,Low,2,1,5,No,6.913985828732773
24941,Yes,Points,Postcard,Low,1,No,High,2,1,2,Yes,7.204706757441067
24942,Yes,Air Miles,Postcard,Low,1,No,Medium,1,more than 1,3,No,6.693633409638385
24943,Yes,Points,Postcard,Low,1,No,Medium,2,1,3,Yes,6.977747650802172
24944,Yes,Air Miles,Postcard,Low,1,No,Low,more than 2,1,4,No,6.803505257608338
24945,Yes,Cash Back,Postcard,Low,more than 1,No,Low,1,1,2,Yes,6.874198495453294
24946,Yes,Air Miles,Postcard,High,1,No,Low,more than 2,1,4,No,6.846411648741085
24947,Yes,Cash Back,Letter,Low,more than 1,Yes,Low,more than 2,1,3,Yes,6.69641677311769
24948,Yes,Air Miles,Postcard,Medium,more than 1,No,High,more than 2,more than 1,3,Yes,7.0150389442018115
24949,Yes,Points,Letter,Medium,more than 1,No,Low,2,1,3,Yes,7.113345671048758
24950,Yes,Air Miles,Postcard,High,1,No,Low,2,1,4,Yes,6.525762527059115
24951,Yes,Air Miles,Postcard,Low,1,No,High,2,more than 1,4,No,6.670449413855423
24952,Yes,Air Miles,Letter,Low,more than 1,No,Medium,2,1,5,No,6.912494033329311
24953,Yes,Air Miles,Postcard,Low,more than 1,No,Low,more than 2,1,4,Yes,7.180069874302796
24954,Yes,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,6.97844670710467
24955,Yes,Air Miles,Postcard,High,1,No,Low,2,1,4,Yes,6.874715424903937
24956,Yes,Points,Postcard,Low,1,No,Low,2,1,2,Yes,6.926822341699363
24957,Yes,Points,Postcard,Low,1,No,Low,more than 2,1,3,No,7.000106540046323
24958,Yes,Points,Postcard,Low,more than 1,No,Low,2,1,4,Yes,6.944810186933148
24959,Yes,Cash Back,Letter,Low,1,No,Low,1,1,5,Yes,7.053585727193677
24960,Yes,Air Miles,Postcard,High,1,No,Medium,1,1,4,No,6.9241206330684015
24961,Yes,Air Miles,Postcard,Low,more than 1,No,Low,more than 2,1,4,Yes,7.180069874302796
24962,Yes,Air Miles,Letter,Medium,1,Yes,Low,1,1,1,No,6.816188085456647
24963,Yes,Cash Back,Letter,Low,1,No,Low,more than 2,1,3,Yes,6.8501261661455
24964,Yes,Air Miles,Postcard,Medium,1,No,High,2,more than 1,3,No,6.837869151517971
24965,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,7.044251023570674
24966,Yes,Air Miles,Postcard,High,more than 1,Yes,Low,more than 2,more than 1,3,Yes,6.531606225208026
24967,Yes,Points,Postcard,Medium,more than 1,Yes,Low,2,1,4,No,6.89416332546267
24968,Yes,Cash Back,Postcard,Low,1,No,Low,2,1,3,Yes,6.998737926694008
24969,Yes,Air Miles,Postcard,Low,1,No,Medium,2,1,3,No,6.98679748632209
24970,Yes,Cash Back,Postcard,Low,1,No,Low,1,more than 1,4,Yes,7.291145179438444
24971,Yes,Points,Letter,High,1,No,High,2,1,4,Yes,6.836796190041643
24972,Yes,Air Miles,Letter,High,more than 1,No,Medium,2,1,3,Yes,7.029530335908058
24973,Yes,Points,Postcard,Low,more than 1,No,Low,1,1,2,No,7.027314514039777
24974,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,3,No,7.035268599281097
24975,Yes,Air Miles,Postcard,Medium,1,No,Low,2,more than 1,4,Yes,7.025538314638521
24976,Yes,Air Miles,Postcard,Low,1,No,Low,2,1,4,Yes,6.849066282633458
24977,Yes,Air Miles,Postcard,Low,1,Yes,Low,1,1,3,No,7.077287060847698
24978,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,7.171656822768514
24979,Yes,Cash Back,Postcard,Low,more than 1,No,Low,2,1,5,No,6.815639990074331
24980,Yes,Air Miles,Letter,Low,1,No,Low,1,1,3,No,7.539160025706512
24981,Yes,Air Miles,Letter,High,1,No,Low,2,1,3,Yes,6.788690171823197
24982,Yes,Cash Back,Postcard,Low,more than 1,No,Low,2,1,6,Yes,6.918695219020472
24983,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,6.957497370876951
24984,Yes,Cash Back,Letter,Low,1,No,Low,more than 2,1,5,No,7.003292705691201
24985,Yes,Air Miles,Letter,High,1,No,Low,2,1,4,Yes,7.167423604978719
24986,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,5,No,7.079816040067031
24987,Yes,Cash Back,Letter,Medium,more than 1,No,Low,2,1,3,No,6.973308909721576
24988,Yes,Points,Postcard,Low,1,No,Low,2,1,5,No,7.072421900537371
24989,Yes,Points,Postcard,High,1,No,Medium,2,1,5,Yes,7.157735484249907
24990,Yes,Air Miles,Letter,Low,more than 1,No,Low,1,1,4,No,6.997138840116823
24991,Yes,Cash Back,Postcard,High,1,No,Medium,more than 2,1,4,Yes,7.070086690899589
24992,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,more than 1,6,Yes,7.189922170745808
24993,Yes,Points,Postcard,High,1,No,Medium,1,1,4,No,6.936585660650014
24994,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,5,No,6.693633409638385
24995,Yes,Cash Back,Letter,Medium,1,No,Low,2,1,4,No,6.829523430712563
24996,Yes,Air Miles,Postcard,Low,1,No,Low,2,more than 1,3,Yes,6.887552571664617
24997,Yes,Points,Postcard,Medium,more than 1,No,Low,2,1,3,Yes,6.8949233001667585
24998,Yes,Cash Back,Postcard,High,1,Yes,Low,2,more than 1,6,Yes,7.0118900437141445
24999,Yes,Points,Postcard,High,1,No,Low,2,1,2,Yes,7.027536317301194
25000,Yes,Points,Postcard,Medium,more than 1,No,Low,2,1,5,Yes,6.863542124305812
25001,Yes,Air Miles,Postcard,Medium,1,No,High,more than 2,1,4,Yes,7.0873648282726185
25002,Yes,Air Miles,Postcard,Low,1,No,Medium,1,1,4,Yes,6.878326468291325
25003,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,2,No,6.851978263513138
25004,Yes,Cash Back,Postcard,Low,1,Yes,Medium,2,1,2,Yes,6.93707133331619
25005,Yes,Points,Postcard,Low,1,No,Medium,more than 2,more than 1,3,Yes,6.9650803456014065
25006,Yes,Air Miles,Letter,Medium,1,No,Low,more than 2,1,2,Yes,6.532334292222349
25007,Yes,Cash Back,Letter,Low,1,No,Low,more than 2,1,4,No,6.85593553025234
25008,Yes,Air Miles,Letter,High,1,Yes,Low,2,more than 1,4,Yes,7.188035021667156
25009,Yes,Air Miles,Postcard,Medium,more than 1,No,Medium,1,1,1,Yes,6.5326981270453555
25010,Yes,Points,Letter,Medium,1,No,Low,more than 2,1,1,No,7.23615934095384
25011,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,4,No,7.185955036044425
25012,Yes,Air Miles,Postcard,High,1,No,Low,more than 2,1,2,Yes,7.050556077613808
25013,Yes,Cash Back,Postcard,Medium,1,Yes,Low,2,more than 1,3,Yes,6.724433221854599
25014,Yes,Cash Back,Postcard,Low,more than 1,No,Low,2,1,3,Yes,6.988874330266929
25015,Yes,Air Miles,Postcard,Low,1,No,Low,more than 2,1,5,No,7.009634742803308
25016,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,3,Yes,6.83760101905893
25017,Yes,Air Miles,Postcard,High,1,No,Low,2,1,4,Yes,6.525762527059115
25018,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,5,No,6.9909468698689015
25019,Yes,Points,Letter,High,1,Yes,Medium,2,1,2,No,7.099820874725485
25020,Yes,Points,Postcard,Low,1,No,Medium,2,more than 1,4,No,7.089868480738355
25021,Yes,Cash Back,Postcard,Medium,1,No,High,more than 2,1,3,No,6.887297437079741
25022,Yes,Points,Postcard,Low,more than 1,No,Low,2,1,6,Yes,6.766767585681159
25023,Yes,Air Miles,Postcard,Low,more than 1,No,Medium,more than 2,1,3,Yes,7.171080619929179
25024,Yes,Points,Postcard,Medium,1,No,Low,2,1,4,No,7.103733162223577
25025,Yes,Air Miles,Postcard,Medium,more than 1,No,Low,2,1,2,Yes,6.9782137426306985
25026,Yes,Air Miles,Letter,Medium,1,No,Medium,more than 2,1,3,Yes,6.51397167564781
25027,Yes,Cash Back,Postcard,Medium,more than 1,No,Low,1,1,4,Yes,6.92461239604856
25028,Yes,Air Miles,Postcard,Low,more than 1,No,Low,more than 2,1,4,No,6.869534066161939
25029,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,4,No,6.836259277277067
25030,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,6.695798917058491
25031,Yes,Points,Letter,Medium,1,Yes,Low,2,1,3,Yes,6.941915130628842
25032,Yes,Points,Postcard,Medium,1,No,Medium,2,1,2,Yes,7.01907301511409
25033,Yes,Points,Postcard,High,1,No,Low,1,1,3,Yes,6.9243665447873335
25034,Yes,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,6.954638864880987
25035,Yes,Points,Postcard,High,1,No,Low,more than 2,more than 1,2,Yes,7.4692264874170196
25036,Yes,Air Miles,Letter,Medium,1,No,Low,1,more than 1,2,No,6.874198495453294
25037,Yes,Points,Letter,High,1,No,Low,1,1,4,Yes,6.894670039433482
25038,Yes,Air Miles,Postcard,Medium,1,No,Low,more than 2,1,3,Yes,7.182542063448185
25039,Yes,Air Miles,Postcard,Low,1,No,Medium,1,1,3,Yes,7.027536317301194
25040,Yes,Points,Postcard,Low,1,No,Low,2,1,5,No,7.459482894068554
25041,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,Yes,6.9228901665664075
25042,Yes,Air Miles,Letter,Medium,more than 1,No,Low,2,1,4,Yes,7.060476365999801
25043,Yes,Points,Postcard,Medium,1,No,Low,1,more than 1,3,Yes,6.984716320118266
25044,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,2,No,6.847208779114103
25045,Yes,Air Miles,Postcard,Medium,1,No,High,2,1,4,No,6.976348070447749
25046,Yes,Air Miles,Letter,Low,more than 1,No,High,2,1,5,Yes,7.093404625868766
25047,Yes,Air Miles,Postcard,High,1,No,Low,more than 2,1,2,Yes,7.050556077613808
25048,Yes,Air Miles,Postcard,Low,1,No,High,1,1,5,Yes,6.776506992372183
25049,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,5,Yes,7.494430215031565
25050,Yes,Air Miles,Letter,Medium,1,Yes,Low,2,more than 1,3,Yes,6.98170252393422
25051,Yes,Points,Letter,Medium,more than 1,No,Low,2,1,3,Yes,7.113345671048758
25052,Yes,Cash Back,Postcard,Low,1,No,Low,2,1,4,No,7.219459007275827
25053,Yes,Air Miles,Postcard,Low,1,No,Low,2,more than 1,3,Yes,6.887552571664617
25054,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,3,Yes,7.287047512786279
25055,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,3,No,6.977281341630747
25056,Yes,Air Miles,Postcard,Medium,more than 1,No,Medium,1,1,1,Yes,6.5326981270453555
25057,Yes,Air Miles,Postcard,Medium,more than 1,No,Low,1,1,5,Yes,6.856725107869358
25058,Yes,Points,Postcard,Low,1,No,Low,2,1,3,No,6.960110509316065
25059,Yes,Points,Postcard,Medium,more than 1,No,Medium,more than 2,1,4,Yes,7.185008155943379
25060,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,5,Yes,6.99117688712121
25061,Yes,Points,Postcard,Low,1,No,Low,2,1,3,Yes,7.186901020411631
25062,Yes,Points,Postcard,Low,1,No,Low,more than 2,more than 1,3,Yes,6.758675055967984
25063,Yes,Air Miles,Postcard,Medium,1,No,High,1,1,3,Yes,6.79794041297493
25064,Yes,Points,Postcard,Low,1,No,High,2,1,3,Yes,7.108244139731541
25065,Yes,Air Miles,Postcard,High,1,Yes,Medium,2,1,2,Yes,6.821652579928726
25066,Yes,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,6.967202737625557
25067,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,3,No,6.929761359244751
25068,Yes,Points,Postcard,Medium,1,No,Medium,1,more than 1,2,No,6.918695219020472
25069,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,6.695798917058491
25070,Yes,Points,Postcard,High,1,No,Low,more than 2,1,4,No,7.1532472339601085
25071,Yes,Points,Postcard,Low,1,No,Low,2,1,1,No,7.103938648713564
25072,Yes,Air Miles,Letter,High,more than 1,No,Low,2,1,5,No,6.7025744280421
25073,Yes,Air Miles,Postcard,High,1,No,Medium,more than 2,1,2,Yes,6.963899289600177
25074,Yes,Air Miles,Letter,Low,1,No,High,2,1,4,Yes,6.7661917146603505
25075,Yes,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,7.313220387090301
25076,Yes,Points,Letter,Low,more than 1,No,Low,1,more than 1,3,No,6.852506804751658
25077,Yes,Points,Letter,Low,1,No,Low,2,1,5,Yes,7.142234339960092
25078,Yes,Points,Postcard,Medium,1,No,Medium,more than 2,1,4,Yes,6.830334132013552
25079,Yes,Air Miles,Postcard,High,1,No,Medium,1,1,4,No,6.9241206330684015
25080,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,No,6.486160788944089
25081,Yes,Air Miles,Postcard,High,1,No,High,2,1,2,Yes,7.045776576879511
25082,Yes,Cash Back,Postcard,Medium,more than 1,No,Low,1,1,4,Yes,6.942881080957511
25083,Yes,Points,Postcard,Medium,1,No,Medium,2,1,4,No,7.051639149310715
25084,Yes,Points,Postcard,Medium,1,No,Low,2,more than 1,2,No,6.92510391731675
25085,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,3,No,6.929761359244751
25086,Yes,Cash Back,Postcard,Medium,1,Yes,Low,2,1,4,No,7.000106540046323
25087,Yes,Points,Letter,Low,1,No,Medium,2,1,5,No,7.01907301511409
25088,Yes,Cash Back,Postcard,Low,1,No,Low,2,1,3,No,6.714777141999654
25089,Yes,Points,Letter,High,1,No,Low,more than 2,1,4,Yes,7.209155328262114
25090,Yes,Points,Postcard,Low,1,No,High,2,1,2,Yes,7.204706757441067
25091,Yes,Cash Back,Postcard,Low,1,No,Low,1,more than 1,4,Yes,7.291145179438444
25092,Yes,Cash Back,Postcard,Medium,1,Yes,Low,1,1,2,No,6.859614903654202
25093,Yes,Air Miles,Postcard,High,1,No,Medium,1,more than 1,4,Yes,7.081288329743012
25094,Yes,Air Miles,Postcard,Low,1,No,Medium,2,1,4,Yes,7.036588150825105
25095,Yes,Air Miles,Letter,Low,1,No,High,more than 2,1,4,Yes,7.141443044172018
25096,Yes,Points,Postcard,Low,1,No,Low,2,1,3,Yes,7.186901020411631
25097,Yes,Air Miles,Postcard,High,1,No,Low,1,1,4,No,7.407469397993409
25098,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,more than 1,4,Yes,7.068172000388042
25099,Yes,Air Miles,Letter,Medium,more than 1,No,Medium,2,1,2,Yes,6.635946555686647
25100,Yes,Points,Postcard,Low,1,No,Low,2,1,4,Yes,6.672665656649527
25101,Yes,Air Miles,Letter,Medium,1,No,High,more than 2,1,4,Yes,6.921658184151129
25102,Yes,Cash Back,Letter,Low,more than 1,No,Low,2,1,4,Yes,6.98933526597456
25103,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,2,Yes,7.181972100480348
25104,Yes,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,No,7.384455188018752
25105,Yes,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,6.892641641172089
25106,Yes,Air Miles,Postcard,Medium,1,No,Medium,more than 2,1,4,No,6.8867869725459405
25107,Yes,Cash Back,Postcard,Medium,1,Yes,Low,2,more than 1,4,No,6.80128303447162
25108,Yes,Cash Back,Postcard,Medium,more than 1,No,Low,1,1,2,No,6.785870090992013
25109,Yes,Air Miles,Postcard,Low,1,No,Medium,1,1,3,Yes,7.182542063448185
25110,Yes,Air Miles,Postcard,High,1,No,High,more than 2,1,5,No,6.963899289600177
25111,Yes,Cash Back,Postcard,Medium,more than 1,No,Low,more than 2,1,4,No,6.709913910530146
25112,Yes,Points,Letter,Medium,1,No,Low,more than 2,1,4,Yes,6.919683849847411
25113,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,4,Yes,6.570182436916891
25114,Yes,Cash Back,Postcard,Medium,more than 1,No,Low,1,1,4,Yes,6.942881080957511
25115,Yes,Air Miles,Postcard,Medium,1,Yes,Low,1,1,2,No,7.131298750317674
25116,Yes,Air Miles,Letter,Medium,1,No,High,more than 2,1,4,Yes,6.921658184151129
25117,Yes,Air Miles,Letter,Medium,more than 1,No,Medium,2,1,2,Yes,6.635946555686647
25118,Yes,Air Miles,Postcard,Low,1,No,Low,1,more than 1,3,Yes,7.155396301896734
25119,Yes,Air Miles,Postcard,High,1,Yes,Low,1,1,4,Yes,6.97611461649548
25120,Yes,Points,Letter,Medium,1,Yes,Low,more than 2,more than 1,3,Yes,7.268745896988472
25121,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,7.044251023570674
25122,Yes,Points,Postcard,Low,more than 1,No,Medium,more than 2,1,1,Yes,6.6083379503119355
25123,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,Yes,6.675507913418457
25124,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,Yes,6.9228901665664075
25125,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,6.8885724595653635
25126,Yes,Air Miles,Postcard,Low,1,Yes,High,2,more than 1,4,No,6.668863370699788
25127,Yes,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,7.13966033596492
25128,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,6.996223926969745
25129,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,No,6.486160788944089
25130,Yes,Points,Postcard,Medium,1,Yes,Low,more than 2,1,4,Yes,7.167809184316444
25131,Yes,Points,Letter,Medium,1,No,High,2,1,5,Yes,7.3395376954076745
25132,Yes,Air Miles,Postcard,Medium,more than 1,No,High,2,1,3,No,7.046647277848756
